Date,Store_ID,Staff_ID,Shift_Type,Hours_Worked,Staff_Role,Daily_Sales_Target,Staff_Attendance
2023-09-02,S009,E0055,Morning,8,Cashier,603.76,Present
2023-09-02,S003,E0222,Afternoon,9,Customer Service,3458.1,Present
2023-09-02,S003,E0158,Afternoon,5,Stock Clerk,3361.86,Present
2023-09-02,S003,E0138,Afternoon,9,Stock Clerk,3219.92,Present
2023-09-02,S003,E0040,Night,4,Customer Service,4186.84,Present
2023-09-02,S003,E0101,Night,5,Cashier,1627.29,Present
2023-09-03,S005,E0147,Morning,9,Manager,4427.03,Present
2023-09-03,S005,E0139,Morning,4,Manager,2067.61,Present
2023-09-03,S005,E0036,Morning,5,Customer Service,3508.42,Present
2023-09-03,S005,E0212,Morning,7,Manager,4863.45,Absent
2023-09-03,S005,E0062,Morning,5,Cashier,822.15,Present
2023-09-03,S002,E0006,Night,9,Stock Clerk,4017.53,Present
2023-09-03,S002,E0198,Night,4,Manager,2431.08,Present
2023-09-03,S002,E0131,Morning,7,Stock Clerk,4793.5,Present
2023-09-03,S002,E0112,Night,9,Manager,3472.17,Present
2023-09-03,S002,E0014,Afternoon,7,Customer Service,3222.05,Present
2023-09-03,S001,E0024,Afternoon,5,Manager,849.58,Present
2023-09-03,S001,E0131,Night,5,Manager,3306.47,Present
2023-09-03,S001,E0081,Afternoon,5,Cashier,4745.51,Present
2023-09-03,S001,E0210,Afternoon,8,Manager,3617.38,Present
2023-09-03,S001,E0260,Morning,6,Customer Service,2160.51,Sick leave
2023-09-03,S008,E0170,Morning,8,Customer Service,4316.36,Present
2023-09-03,S008,E0056,Morning,8,Cashier,2257.13,Present
2023-09-03,S008,E0061,Night,6,Cashier,2285.67,Present
2023-09-03,S008,E0032,Afternoon,9,Manager,2840.04,Present
2023-09-03,S008,E0069,Morning,5,Cashier,2738.0,Present
2023-09-03,S009,E0127,Night,4,Stock Clerk,4684.43,Present
2023-09-03,S009,E0164,Morning,9,Manager,2630.68,Present
2023-09-03,S009,E0008,Morning,9,Stock Clerk,2556.46,Absent
2023-09-03,S009,E0062,Afternoon,5,Stock Clerk,1837.16,Present
2023-09-03,S009,E0065,Morning,4,Customer Service,3016.53,Absent
2023-09-04,S010,E0162,Afternoon,5,Customer Service,4919.11,Present
2023-09-04,S010,E0207,Night,7,Stock Clerk,4841.06,Present
2023-09-04,S010,E0226,Afternoon,4,Stock Clerk,3419.24,Present
2023-09-04,S010,E0246,Night,7,Customer Service,1961.97,Present
2023-09-04,S010,E0088,Afternoon,4,Stock Clerk,857.85,Present
2023-09-04,S001,E0154,Afternoon,6,Manager,2781.28,Present
2023-09-04,S001,E0210,Morning,7,Cashier,841.41,Present
2023-09-04,S001,E0120,Morning,5,Cashier,2401.65,Present
2023-09-04,S001,E0131,Afternoon,8,Customer Service,1669.99,Present
2023-09-04,S001,E0116,Afternoon,6,Manager,1958.42,Present
2023-09-04,S002,E0145,Night,6,Manager,1129.71,Present
2023-09-04,S002,E0224,Morning,5,Manager,1623.18,Absent
2023-09-04,S002,E0260,Night,8,Cashier,1550.06,Present
2023-09-04,S002,E0238,Morning,8,Manager,3991.91,Present
2023-09-04,S002,E0275,Morning,7,Stock Clerk,4011.97,Present
2023-09-04,S005,E0133,Morning,6,Stock Clerk,3376.32,Present
2023-09-04,S005,E0006,Afternoon,5,Customer Service,2678.87,Absent
2023-09-04,S005,E0227,Night,7,Manager,2848.82,Present
2023-09-04,S005,E0127,Afternoon,5,Cashier,2389.72,Present
2023-09-04,S005,E0015,Afternoon,6,Cashier,4593.34,Present
2023-09-04,S004,E0203,Night,9,Cashier,2187.51,Present
2023-09-04,S004,E0148,Afternoon,5,Customer Service,3938.53,Present
2023-09-04,S004,E0011,Afternoon,5,Manager,3673.82,Present
2023-09-04,S004,E0290,Night,4,Cashier,4338.29,Present
2023-09-04,S004,E0118,Morning,8,Manager,1566.26,Present
2023-09-05,S004,E0147,Night,9,Stock Clerk,2789.36,Present
2023-09-05,S004,E0283,Morning,8,Cashier,1542.9,Absent
2023-09-05,S004,E0040,Morning,8,Customer Service,1880.11,Present
2023-09-05,S004,E0203,Morning,5,Manager,3387.97,Present
2023-09-05,S004,E0069,Night,9,Manager,1973.17,Present
2023-09-05,S006,E0258,Afternoon,6,Customer Service,2977.66,Present
2023-09-05,S006,E0180,Night,6,Customer Service,1785.9,Absent
2023-09-05,S006,E0281,Morning,8,Cashier,4256.38,Sick leave
2023-09-05,S006,E0296,Night,8,Customer Service,4501.49,Present
2023-09-05,S006,E0150,Afternoon,5,Stock Clerk,4465.22,Present
2023-09-05,S008,E0074,Afternoon,5,Cashier,2725.01,Present
2023-09-05,S008,E0193,Morning,5,Customer Service,2524.18,Present
2023-09-05,S008,E0179,Morning,6,Manager,4976.81,Present
2023-09-05,S008,E0110,Night,4,Manager,1744.59,Present
2023-09-05,S008,E0244,Morning,4,Customer Service,3050.75,Absent
2023-09-05,S005,E0011,Night,4,Customer Service,2248.78,Present
2023-09-05,S005,E0047,Afternoon,7,Manager,1457.23,Present
2023-09-05,S005,E0255,Morning,7,Stock Clerk,4259.99,Present
2023-09-05,S005,E0243,Night,9,Cashier,1960.92,Present
2023-09-05,S005,E0249,Afternoon,6,Stock Clerk,4866.36,Present
2023-09-05,S009,E0173,Afternoon,8,Customer Service,660.83,Present
2023-09-05,S009,E0198,Night,5,Cashier,3954.52,Sick leave
2023-09-05,S009,E0250,Night,5,Cashier,1736.48,Present
2023-09-05,S009,E0283,Night,8,Customer Service,4154.9,Present
2023-09-05,S009,E0006,Night,4,Cashier,2519.79,Present
2023-09-06,S004,E0149,Afternoon,5,Manager,1445.31,Present
2023-09-06,S004,E0196,Night,5,Cashier,2232.35,Present
2023-09-06,S004,E0075,Afternoon,5,Customer Service,3221.63,Present
2023-09-06,S004,E0042,Morning,9,Customer Service,2503.02,Present
2023-09-06,S004,E0230,Afternoon,5,Cashier,4869.61,Present
2023-09-06,S002,E0154,Night,9,Customer Service,4215.65,Present
2023-09-06,S002,E0187,Night,9,Stock Clerk,757.68,Present
2023-09-06,S002,E0005,Night,9,Stock Clerk,3977.83,Present
2023-09-06,S002,E0263,Afternoon,6,Cashier,1066.19,Present
2023-09-06,S002,E0099,Morning,7,Stock Clerk,2463.6,Present
2023-09-06,S003,E0060,Afternoon,9,Stock Clerk,3155.2,Present
2023-09-06,S003,E0143,Afternoon,8,Customer Service,1784.42,Present
2023-09-06,S003,E0097,Morning,5,Stock Clerk,1439.61,Present
2023-09-06,S003,E0279,Morning,9,Customer Service,1972.15,Present
2023-09-06,S003,E0120,Afternoon,5,Customer Service,4497.76,Present
2023-09-06,S010,E0219,Morning,8,Customer Service,3739.38,Present
2023-09-06,S010,E0067,Afternoon,7,Cashier,3363.08,Present
2023-09-06,S010,E0123,Morning,8,Stock Clerk,3656.46,Present
2023-09-06,S010,E0128,Morning,5,Customer Service,742.03,Present
2023-09-06,S010,E0296,Morning,6,Cashier,4858.68,Present
2023-09-06,S008,E0101,Night,4,Manager,1312.4,Present
2023-09-06,S008,E0281,Night,9,Stock Clerk,2755.4,Present
2023-09-06,S008,E0275,Morning,6,Manager,557.45,Present
2023-09-06,S008,E0243,Night,9,Cashier,1026.58,Present
2023-09-06,S008,E0153,Afternoon,5,Cashier,3611.52,Present
2023-09-07,S002,E0004,Afternoon,6,Manager,3680.88,Present
2023-09-07,S002,E0008,Afternoon,6,Stock Clerk,2603.03,Present
2023-09-07,S002,E0203,Night,5,Cashier,1557.67,Absent
2023-09-07,S002,E0033,Night,6,Cashier,3871.15,Present
2023-09-07,S002,E0014,Night,8,Cashier,1756.95,Present
2023-09-07,S005,E0042,Afternoon,4,Stock Clerk,717.11,Sick leave
2023-09-07,S005,E0023,Night,8,Stock Clerk,4664.64,Present
2023-09-07,S005,E0112,Night,7,Manager,1244.84,Present
2023-09-07,S005,E0292,Morning,6,Cashier,1007.68,Present
2023-09-07,S005,E0105,Morning,4,Customer Service,1746.34,Present
2023-09-07,S003,E0061,Afternoon,6,Stock Clerk,2491.16,Present
2023-09-07,S003,E0181,Afternoon,6,Manager,1112.04,Absent
2023-09-07,S003,E0146,Night,6,Cashier,1984.61,Present
2023-09-07,S003,E0106,Night,7,Cashier,4668.73,Present
2023-09-07,S003,E0028,Afternoon,8,Stock Clerk,4713.39,Present
2023-09-07,S009,E0067,Morning,9,Stock Clerk,2263.5,Present
2023-09-07,S009,E0125,Night,7,Cashier,960.19,Present
2023-09-07,S009,E0220,Morning,4,Manager,2309.25,Present
2023-09-07,S009,E0095,Afternoon,6,Manager,1187.88,Present
2023-09-07,S009,E0228,Morning,6,Cashier,4787.6,Present
2023-09-07,S001,E0037,Afternoon,4,Stock Clerk,966.4,Present
2023-09-07,S001,E0189,Afternoon,7,Stock Clerk,1900.89,Present
2023-09-07,S001,E0296,Afternoon,8,Stock Clerk,4032.97,Present
2023-09-07,S001,E0124,Night,8,Stock Clerk,823.66,Present
2023-09-07,S001,E0087,Morning,7,Cashier,3168.28,Present
2023-09-08,S006,E0010,Night,9,Customer Service,3362.87,Present
2023-09-08,S006,E0114,Night,9,Stock Clerk,3738.97,Present
2023-09-08,S006,E0173,Morning,4,Manager,1586.48,Sick leave
2023-09-08,S006,E0282,Night,8,Stock Clerk,4948.95,Present
2023-09-08,S006,E0235,Afternoon,7,Stock Clerk,4322.72,Present
2023-09-08,S010,E0254,Night,7,Cashier,3186.28,Absent
2023-09-08,S010,E0259,Afternoon,6,Manager,1675.38,Present
2023-09-08,S010,E0222,Morning,6,Cashier,2082.33,Present
2023-09-08,S010,E0040,Night,7,Manager,2079.92,Present
2023-09-08,S010,E0061,Morning,4,Cashier,557.23,Present
2023-09-08,S009,E0273,Afternoon,7,Manager,1407.26,Present
2023-09-08,S009,E0028,Morning,7,Cashier,1010.83,Present
2023-09-08,S009,E0148,Afternoon,4,Manager,4184.25,Present
2023-09-08,S009,E0090,Afternoon,8,Stock Clerk,2693.35,Present
2023-09-08,S009,E0117,Morning,4,Manager,934.16,Present
2023-09-08,S001,E0221,Night,5,Manager,4692.51,Present
2023-09-08,S001,E0159,Afternoon,6,Customer Service,661.98,Present
2023-09-08,S001,E0009,Afternoon,6,Customer Service,1526.97,Present
2023-09-08,S001,E0189,Afternoon,7,Cashier,2267.59,Present
2023-09-08,S001,E0093,Morning,9,Cashier,507.06,Present
2023-09-08,S005,E0073,Morning,9,Manager,2693.7,Present
2023-09-08,S005,E0259,Morning,7,Manager,4074.96,Sick leave
2023-09-08,S005,E0133,Afternoon,8,Manager,2116.1,Present
2023-09-08,S005,E0141,Night,6,Customer Service,3833.22,Present
2023-09-08,S005,E0164,Afternoon,7,Manager,4488.61,Present
2023-09-09,S002,E0210,Morning,8,Cashier,2280.68,Present
2023-09-09,S002,E0120,Night,8,Cashier,3363.71,Present
2023-09-09,S002,E0139,Afternoon,6,Customer Service,895.12,Present
2023-09-09,S002,E0251,Morning,5,Cashier,3969.99,Present
2023-09-09,S002,E0290,Night,7,Cashier,1940.38,Present
2023-09-09,S008,E0258,Afternoon,7,Customer Service,3840.52,Present
2023-09-09,S008,E0218,Afternoon,6,Customer Service,4668.09,Present
2023-09-09,S008,E0030,Night,8,Customer Service,3384.29,Present
2023-09-09,S008,E0069,Afternoon,5,Cashier,867.49,Present
2023-09-09,S008,E0155,Afternoon,5,Stock Clerk,4465.22,Present
2023-09-09,S010,E0011,Morning,7,Manager,3310.12,Absent
2023-09-09,S010,E0083,Night,5,Stock Clerk,1390.81,Absent
2023-09-09,S010,E0021,Afternoon,7,Cashier,4474.17,Present
2023-09-09,S010,E0067,Night,8,Stock Clerk,3300.89,Present
2023-09-09,S010,E0165,Afternoon,6,Manager,1584.79,Present
2023-09-09,S007,E0135,Morning,8,Stock Clerk,907.3,Present
2023-09-09,S007,E0123,Night,6,Stock Clerk,1206.7,Present
2023-09-09,S007,E0010,Morning,9,Customer Service,4727.37,Present
2023-09-09,S007,E0088,Afternoon,7,Stock Clerk,2522.35,Present
2023-09-09,S007,E0290,Morning,9,Manager,1180.76,Present
2023-09-09,S001,E0061,Afternoon,4,Stock Clerk,4762.94,Present
2023-09-09,S001,E0277,Night,7,Manager,1067.19,Present
2023-09-09,S001,E0071,Morning,4,Cashier,2749.92,Present
2023-09-09,S001,E0057,Night,8,Cashier,4806.46,Absent
2023-09-09,S001,E0138,Night,5,Manager,1015.01,Present
2023-09-10,S003,E0073,Afternoon,8,Customer Service,4570.43,Present
2023-09-10,S003,E0099,Morning,6,Customer Service,826.38,Present
2023-09-10,S003,E0256,Morning,6,Cashier,4195.07,Present
2023-09-10,S003,E0092,Afternoon,4,Stock Clerk,852.66,Present
2023-09-10,S003,E0243,Afternoon,5,Customer Service,922.23,Present
2023-09-10,S010,E0016,Morning,5,Stock Clerk,783.88,Present
2023-09-10,S010,E0004,Morning,5,Customer Service,4571.17,Present
2023-09-10,S010,E0179,Afternoon,6,Stock Clerk,4156.1,Present
2023-09-10,S010,E0083,Morning,9,Customer Service,3729.43,Present
2023-09-10,S010,E0082,Morning,9,Customer Service,2877.19,Present
2023-09-10,S001,E0166,Morning,9,Manager,1305.89,Present
2023-09-10,S001,E0177,Night,9,Stock Clerk,4264.27,Sick leave
2023-09-10,S001,E0272,Afternoon,8,Manager,1189.39,Present
2023-09-10,S001,E0244,Morning,7,Cashier,1050.25,Present
2023-09-10,S001,E0104,Night,4,Cashier,3644.09,Absent
2023-09-10,S009,E0142,Night,4,Cashier,3876.11,Present
2023-09-10,S009,E0224,Afternoon,8,Stock Clerk,2193.32,Present
2023-09-10,S009,E0183,Night,8,Manager,3643.14,Present
2023-09-10,S009,E0275,Night,8,Manager,4014.71,Present
2023-09-10,S009,E0293,Afternoon,5,Stock Clerk,3501.1,Present
2023-09-10,S007,E0103,Afternoon,5,Cashier,3822.74,Present
2023-09-10,S007,E0186,Morning,5,Cashier,529.9,Present
2023-09-10,S007,E0135,Afternoon,6,Customer Service,1228.41,Absent
2023-09-10,S007,E0025,Afternoon,8,Manager,3713.69,Present
2023-09-10,S007,E0110,Afternoon,8,Stock Clerk,525.61,Absent
2023-09-11,S004,E0167,Morning,4,Stock Clerk,4773.46,Present
2023-09-11,S004,E0124,Morning,7,Stock Clerk,4366.34,Present
2023-09-11,S004,E0071,Night,4,Stock Clerk,996.36,Present
2023-09-11,S004,E0186,Afternoon,8,Customer Service,666.91,Absent
2023-09-11,S004,E0215,Afternoon,9,Customer Service,3601.84,Absent
2023-09-11,S010,E0053,Morning,5,Stock Clerk,3724.9,Absent
2023-09-11,S010,E0134,Afternoon,6,Manager,1361.12,Present
2023-09-11,S010,E0029,Morning,7,Manager,3602.69,Present
2023-09-11,S010,E0255,Morning,9,Stock Clerk,2693.62,Present
2023-09-11,S010,E0252,Morning,5,Customer Service,4295.01,Present
2023-09-11,S001,E0094,Morning,9,Cashier,4219.75,Present
2023-09-11,S001,E0181,Night,4,Cashier,3072.01,Present
2023-09-11,S001,E0108,Night,7,Customer Service,997.84,Present
2023-09-11,S001,E0277,Night,8,Customer Service,1056.59,Present
2023-09-11,S001,E0183,Afternoon,4,Customer Service,4497.52,Present
2023-09-11,S009,E0217,Morning,4,Customer Service,775.12,Present
2023-09-11,S009,E0187,Afternoon,6,Customer Service,3680.11,Present
2023-09-11,S009,E0012,Morning,8,Cashier,3507.69,Present
2023-09-11,S009,E0257,Morning,5,Stock Clerk,2554.48,Present
2023-09-11,S009,E0268,Morning,8,Cashier,3381.26,Present
2023-09-11,S003,E0095,Morning,4,Cashier,2930.57,Present
2023-09-11,S003,E0021,Afternoon,7,Stock Clerk,3773.37,Present
2023-09-11,S003,E0186,Night,8,Cashier,2712.1,Absent
2023-09-11,S003,E0023,Night,5,Cashier,2129.63,Present
2023-09-11,S003,E0224,Afternoon,4,Manager,2394.82,Present
2023-09-12,S005,E0178,Morning,6,Cashier,2496.0,Present
2023-09-12,S005,E0093,Night,8,Cashier,4338.17,Present
2023-09-12,S005,E0216,Night,7,Stock Clerk,3112.16,Present
2023-09-12,S005,E0128,Night,9,Manager,2507.53,Present
2023-09-12,S005,E0240,Night,7,Customer Service,1113.67,Present
2023-09-12,S004,E0226,Night,8,Manager,3919.26,Present
2023-09-12,S004,E0176,Afternoon,7,Customer Service,4918.62,Sick leave
2023-09-12,S004,E0030,Morning,9,Stock Clerk,2169.07,Present
2023-09-12,S004,E0157,Night,8,Stock Clerk,4107.72,Present
2023-09-12,S004,E0197,Morning,9,Cashier,3455.43,Present
2023-09-12,S010,E0099,Afternoon,6,Stock Clerk,866.27,Present
2023-09-12,S010,E0067,Night,9,Customer Service,3392.15,Present
2023-09-12,S010,E0253,Afternoon,7,Customer Service,4060.79,Present
2023-09-12,S010,E0181,Night,9,Stock Clerk,843.08,Present
2023-09-12,S010,E0004,Afternoon,8,Customer Service,1142.78,Sick leave
2023-09-12,S003,E0066,Night,8,Manager,1265.1,Present
2023-09-12,S003,E0296,Afternoon,6,Cashier,3150.26,Present
2023-09-12,S003,E0079,Morning,4,Cashier,1088.56,Present
2023-09-12,S003,E0083,Morning,6,Manager,1635.1,Present
2023-09-12,S003,E0216,Night,8,Cashier,2785.44,Present
2023-09-12,S009,E0143,Night,6,Cashier,4114.69,Present
2023-09-12,S009,E0191,Afternoon,9,Stock Clerk,3996.83,Present
2023-09-12,S009,E0181,Afternoon,9,Stock Clerk,1138.98,Present
2023-09-12,S009,E0110,Morning,9,Cashier,2047.74,Present
2023-09-12,S009,E0151,Morning,8,Customer Service,2067.83,Absent
2023-09-13,S005,E0277,Night,6,Cashier,4262.38,Present
2023-09-13,S005,E0012,Morning,9,Customer Service,4196.55,Present
2023-09-13,S005,E0014,Night,8,Cashier,2843.13,Present
2023-09-13,S005,E0083,Afternoon,8,Cashier,581.17,Present
2023-09-13,S005,E0019,Afternoon,6,Cashier,4997.85,Present
2023-09-13,S001,E0147,Morning,6,Customer Service,1335.86,Present
2023-09-13,S001,E0179,Morning,4,Stock Clerk,1114.2,Present
2023-09-13,S001,E0114,Night,9,Manager,526.17,Absent
2023-09-13,S001,E0243,Night,9,Customer Service,3412.87,Sick leave
2023-09-13,S001,E0027,Afternoon,7,Cashier,4953.03,Present
2023-09-13,S002,E0209,Morning,9,Cashier,4182.27,Sick leave
2023-09-13,S002,E0216,Afternoon,9,Manager,3084.4,Present
2023-09-13,S002,E0026,Morning,5,Manager,822.33,Present
2023-09-13,S002,E0025,Morning,4,Customer Service,1407.46,Sick leave
2023-09-13,S002,E0011,Night,6,Customer Service,3795.45,Present
2023-09-13,S007,E0042,Night,5,Cashier,4756.5,Absent
2023-09-13,S007,E0295,Morning,6,Customer Service,3674.5,Absent
2023-09-13,S007,E0038,Afternoon,4,Cashier,4767.83,Present
2023-09-13,S007,E0049,Morning,9,Cashier,1539.02,Present
2023-09-13,S007,E0193,Morning,5,Stock Clerk,3712.46,Present
2023-09-13,S003,E0059,Night,8,Stock Clerk,2427.19,Absent
2023-09-13,S003,E0240,Afternoon,9,Cashier,922.95,Present
2023-09-13,S003,E0137,Night,7,Manager,1607.01,Present
2023-09-13,S003,E0008,Night,6,Cashier,1904.65,Present
2023-09-13,S003,E0124,Night,7,Customer Service,3843.11,Present
2023-09-14,S001,E0254,Morning,9,Stock Clerk,3899.99,Present
2023-09-14,S001,E0013,Afternoon,5,Stock Clerk,1769.08,Present
2023-09-14,S001,E0062,Afternoon,5,Customer Service,4848.26,Present
2023-09-14,S001,E0226,Afternoon,8,Customer Service,645.81,Present
2023-09-14,S001,E0270,Morning,6,Cashier,3644.16,Present
2023-09-14,S008,E0296,Night,4,Cashier,611.96,Sick leave
2023-09-14,S008,E0227,Night,6,Manager,3807.92,Present
2023-09-14,S008,E0201,Morning,8,Cashier,4266.01,Present
2023-09-14,S008,E0041,Morning,4,Customer Service,2369.05,Present
2023-09-14,S008,E0023,Morning,4,Manager,2805.37,Present
2023-09-14,S006,E0288,Morning,5,Cashier,1832.11,Present
2023-09-14,S006,E0206,Afternoon,6,Stock Clerk,4619.18,Present
2023-09-14,S006,E0007,Morning,5,Customer Service,3417.31,Present
2023-09-14,S006,E0203,Night,4,Manager,4222.82,Present
2023-09-14,S006,E0023,Night,5,Customer Service,2665.73,Present
2023-09-14,S009,E0226,Night,4,Cashier,2312.15,Present
2023-09-14,S009,E0297,Night,9,Cashier,4741.41,Present
2023-09-14,S009,E0156,Afternoon,9,Stock Clerk,3592.93,Absent
2023-09-14,S009,E0130,Afternoon,9,Manager,2743.88,Present
2023-09-14,S009,E0059,Afternoon,7,Cashier,2684.7,Present
2023-09-14,S004,E0130,Morning,9,Stock Clerk,3133.48,Present
2023-09-14,S004,E0001,Morning,6,Manager,1004.68,Present
2023-09-14,S004,E0243,Afternoon,4,Stock Clerk,1791.56,Absent
2023-09-14,S004,E0253,Morning,8,Manager,1295.43,Present
2023-09-14,S004,E0126,Afternoon,7,Cashier,3621.24,Present
2023-09-15,S002,E0279,Morning,4,Stock Clerk,3368.85,Sick leave
2023-09-15,S002,E0232,Night,9,Cashier,505.35,Present
2023-09-15,S002,E0009,Night,5,Manager,4609.51,Present
2023-09-15,S002,E0026,Morning,5,Customer Service,1908.26,Present
2023-09-15,S002,E0218,Afternoon,4,Cashier,4010.4,Present
2023-09-15,S001,E0249,Night,5,Customer Service,3225.25,Present
2023-09-15,S001,E0136,Night,4,Manager,3756.13,Present
2023-09-15,S001,E0167,Afternoon,4,Stock Clerk,2616.42,Present
2023-09-15,S001,E0098,Night,6,Stock Clerk,3294.31,Present
2023-09-15,S001,E0187,Morning,8,Customer Service,3164.56,Present
2023-09-15,S009,E0012,Afternoon,7,Customer Service,1097.79,Present
2023-09-15,S009,E0201,Night,5,Customer Service,4458.39,Present
2023-09-15,S009,E0158,Night,7,Cashier,3470.9,Present
2023-09-15,S009,E0149,Morning,8,Customer Service,1361.84,Present
2023-09-15,S009,E0236,Afternoon,7,Cashier,1314.0,Present
2023-09-15,S008,E0067,Morning,8,Stock Clerk,2012.38,Present
2023-09-15,S008,E0101,Night,9,Stock Clerk,2075.94,Absent
2023-09-15,S008,E0010,Night,4,Manager,2039.09,Absent
2023-09-15,S008,E0267,Morning,9,Customer Service,3883.83,Present
2023-09-15,S008,E0055,Morning,9,Manager,3539.66,Absent
2023-09-15,S003,E0271,Afternoon,5,Manager,4241.75,Present
2023-09-15,S003,E0017,Afternoon,6,Cashier,1672.55,Present
2023-09-15,S003,E0144,Night,5,Cashier,3504.11,Present
2023-09-15,S003,E0270,Morning,5,Cashier,634.71,Present
2023-09-15,S003,E0174,Morning,6,Cashier,1134.88,Present
2023-09-16,S001,E0265,Night,4,Manager,3548.64,Present
2023-09-16,S001,E0041,Morning,6,Customer Service,3302.08,Present
2023-09-16,S001,E0162,Afternoon,7,Manager,1529.6,Present
2023-09-16,S001,E0186,Night,9,Manager,3188.17,Present
2023-09-16,S001,E0194,Night,6,Cashier,2437.02,Present
2023-09-16,S002,E0141,Afternoon,7,Customer Service,1209.27,Present
2023-09-16,S002,E0106,Afternoon,4,Manager,3963.08,Present
2023-09-16,S002,E0120,Morning,8,Cashier,1608.77,Sick leave
2023-09-16,S002,E0107,Afternoon,6,Customer Service,4381.08,Present
2023-09-16,S002,E0244,Morning,7,Stock Clerk,2734.93,Sick leave
2023-09-16,S009,E0226,Night,7,Cashier,4785.95,Present
2023-09-16,S009,E0146,Night,4,Cashier,852.13,Absent
2023-09-16,S009,E0152,Afternoon,8,Customer Service,3778.63,Sick leave
2023-09-16,S009,E0096,Night,9,Manager,3556.56,Present
2023-09-16,S009,E0122,Afternoon,8,Cashier,4061.72,Present
2023-09-16,S004,E0101,Afternoon,4,Customer Service,4907.63,Present
2023-09-16,S004,E0030,Night,5,Manager,516.0,Absent
2023-09-16,S004,E0025,Afternoon,7,Customer Service,1722.13,Present
2023-09-16,S004,E0018,Afternoon,9,Stock Clerk,2471.79,Present
2023-09-16,S004,E0144,Night,9,Cashier,1808.59,Present
2023-09-16,S005,E0072,Afternoon,4,Manager,1932.83,Present
2023-09-16,S005,E0025,Night,7,Customer Service,2270.28,Present
2023-09-16,S005,E0023,Morning,4,Customer Service,4577.07,Present
2023-09-16,S005,E0253,Afternoon,4,Stock Clerk,2479.07,Present
2023-09-16,S005,E0070,Morning,8,Stock Clerk,2420.82,Present
2023-09-17,S006,E0147,Afternoon,4,Stock Clerk,3708.55,Present
2023-09-17,S006,E0284,Afternoon,9,Stock Clerk,3065.4,Absent
2023-09-17,S006,E0236,Afternoon,5,Manager,1382.56,Sick leave
2023-09-17,S006,E0202,Night,6,Stock Clerk,4006.79,Present
2023-09-17,S006,E0002,Morning,6,Cashier,2346.99,Present
2023-09-17,S002,E0066,Morning,4,Cashier,2746.96,Absent
2023-09-17,S002,E0276,Night,4,Customer Service,2318.94,Present
2023-09-17,S002,E0207,Night,9,Cashier,2201.85,Present
2023-09-17,S002,E0114,Afternoon,7,Stock Clerk,936.76,Present
2023-09-17,S002,E0161,Night,9,Cashier,4941.96,Present
2023-09-17,S003,E0157,Morning,6,Cashier,4424.14,Present
2023-09-17,S003,E0155,Night,4,Stock Clerk,2671.98,Present
2023-09-17,S003,E0119,Night,5,Customer Service,4225.07,Present
2023-09-17,S003,E0175,Night,9,Cashier,4776.25,Present
2023-09-17,S003,E0268,Afternoon,7,Customer Service,4018.03,Present
2023-09-17,S007,E0009,Afternoon,4,Customer Service,2216.49,Sick leave
2023-09-17,S007,E0158,Morning,6,Stock Clerk,2107.86,Present
2023-09-17,S007,E0177,Morning,6,Customer Service,4402.24,Absent
2023-09-17,S007,E0242,Morning,4,Stock Clerk,4905.08,Present
2023-09-17,S007,E0175,Morning,7,Manager,4570.33,Present
2023-09-17,S010,E0283,Night,9,Customer Service,2576.61,Present
2023-09-17,S010,E0235,Morning,4,Manager,1438.82,Present
2023-09-17,S010,E0230,Afternoon,8,Customer Service,514.52,Present
2023-09-17,S010,E0174,Morning,9,Manager,4729.04,Present
2023-09-17,S010,E0146,Morning,5,Stock Clerk,2608.43,Present
2023-09-18,S002,E0237,Morning,7,Customer Service,1666.6,Present
2023-09-18,S002,E0073,Morning,9,Stock Clerk,783.61,Present
2023-09-18,S002,E0244,Night,8,Customer Service,2038.82,Present
2023-09-18,S002,E0191,Night,4,Customer Service,3175.12,Present
2023-09-18,S002,E0149,Morning,8,Manager,3999.58,Present
2023-09-18,S004,E0102,Afternoon,4,Cashier,1793.25,Present
2023-09-18,S004,E0210,Afternoon,8,Cashier,2188.79,Present
2023-09-18,S004,E0229,Morning,6,Stock Clerk,1483.69,Present
2023-09-18,S004,E0159,Morning,6,Stock Clerk,4574.24,Present
2023-09-18,S004,E0137,Night,8,Manager,1413.51,Present
2023-09-18,S008,E0115,Night,7,Customer Service,4387.13,Present
2023-09-18,S008,E0258,Afternoon,6,Customer Service,3858.79,Present
2023-09-18,S008,E0186,Morning,6,Cashier,4011.15,Present
2023-09-18,S008,E0253,Night,8,Cashier,601.05,Present
2023-09-18,S008,E0130,Morning,4,Stock Clerk,3150.58,Present
2023-09-18,S007,E0086,Night,4,Manager,4449.18,Absent
2023-09-18,S007,E0240,Afternoon,6,Cashier,3661.68,Present
2023-09-18,S007,E0025,Afternoon,6,Stock Clerk,3872.33,Present
2023-09-18,S007,E0278,Night,9,Customer Service,3869.22,Present
2023-09-18,S007,E0069,Night,7,Stock Clerk,2209.95,Present
2023-09-18,S006,E0115,Morning,4,Customer Service,4557.03,Present
2023-09-18,S006,E0250,Afternoon,6,Manager,2240.95,Present
2023-09-18,S006,E0015,Morning,5,Customer Service,2687.3,Sick leave
2023-09-18,S006,E0012,Night,6,Customer Service,1915.12,Present
2023-09-18,S006,E0023,Night,8,Customer Service,1923.74,Present
2023-09-19,S003,E0116,Afternoon,7,Customer Service,3664.06,Sick leave
